YEAR,QUARTER,MONTH,UT15_NAME,UT17_NAME,UT20_NAME,GEOGRAPHY,MARKET,COUNTRY,REGION,REVENUE_BUDGET,COST_BUDGET,EXPENSE_BUDGET,BRANCH
2025,3,7,Data Platform,Data Fabric,Databases,EMEA,France Market,France Plan,France Region,217571.05,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Databases,EMEA,France Market,France Plan,France Region,187972.34,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Databases,Japan,Japan Market,Japan Plan,Japan Region,607430.63,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Databases,Americas,Latin America Market,Latin America Market Plan,Latin America Top Region,859729.83,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Databases,Americas,Latin America Market,Latin America Market Plan,Latin America Top Region,1066214.37,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Databases,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan","Northern, Central and Eastern Europe Top Region",367100.16,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Databases,EMEA,SPGI Market,SPGI Top,SPGI Region,36297.69,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Databases,Americas,US Top Market,U.S. Other Plan,US Top Region,-918937.0,0.0,0.0,
2025,1,1,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,APAC,ASEAN Market,Asean Plan,ASEAN Region,79461.1,0.0,0.0,
2025,4,10,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,APAC,ASEAN Market,Asean Plan,ASEAN Region,125463.72,0.0,0.0,
2025,3,7,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,APAC,Australia/New Zealand Market,Australia/New Zealand Plan,Australia/New Zealand Region,465697.47,0.0,0.0,
2025,1,1,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,Americas,Canadian Market,Canada Plan,Canada Region,59977.84,0.0,0.0,
2025,3,7,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,APAC,India/South Asia Market,India & South Asia Plan,India/South Asia Region,58822.28,0.0,0.0,
2025,2,4,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,APAC,Korea Market,Korea Plan,Korea Region,31127.04,0.0,0.0,
2025,3,7,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,EMEA,Middle East/Africa Market,Middle East and Africa Plan,Middle East/Africa Top Region,52591.52,0.0,0.0,
2025,2,4,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan","Northern, Central and Eastern Europe Top Region",112159.34,0.0,0.0,
2025,2,4,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,Americas,US Public Market,U.S. Public Plan,US Public Top Account Region,66734.18,0.0,0.0,
2025,3,7,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,Americas,US Public Market,U.S. Public Plan,US Public Top Account Region,71497.96,0.0,0.0,
2025,2,4,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,Americas,US Partner Service Market,US Build/Service Partnerss Plan,US Partner Service Region,9318.11,0.0,0.0,
2025,3,7,Automation Platform,Technology Business Management,FinOps,APAC,Australia/New Zealand Market,Australia/New Zealand Plan,Australia/New Zealand Region,3287606.58,0.0,0.0,
2025,4,10,Automation Platform,Technology Business Management,FinOps,APAC,Australia/New Zealand Market,Australia/New Zealand Plan,Australia/New Zealand Region,4038180.99,0.0,0.0,
2025,2,4,Automation Platform,Technology Business Management,FinOps,Americas,Canadian Market,Canada Plan,Canada Region,2535255.36,0.0,0.0,
2025,4,10,Automation Platform,Technology Business Management,FinOps,Americas,Canadian Market,Canada Plan,Canada Region,3411108.39,0.0,0.0,
2025,3,7,Automation Platform,Technology Business Management,FinOps,APAC,Greater China Group Market,Greater China Group Plan,Greater China Group Region,143276.78,0.0,0.0,
2025,3,7,Automation Platform,Technology Business Management,FinOps,APAC,India/South Asia Market,India & South Asia Plan,India/South Asia Region,146484.05,0.0,0.0,
2025,3,7,Automation Platform,Technology Business Management,FinOps,EMEA,Italy Market,Italy Plan,Italy Region,945021.71,0.0,0.0,
2025,3,7,Automation Platform,Technology Business Management,FinOps,APAC,Korea Market,Korea Plan,Korea Region,108673.18,0.0,0.0,
2025,4,10,Automation Platform,Technology Business Management,FinOps,Americas,Latin America Market,Latin America Market Plan,Latin America Top Region,1554474.54,0.0,0.0,
2025,1,1,Automation Platform,Technology Business Management,FinOps,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan","Northern, Central and Eastern Europe Top Region",2221578.04,0.0,0.0,
2025,2,4,Automation Platform,Technology Business Management,FinOps,EMEA,SPGI Market,SPGI Top,SPGI Region,508245.7,0.0,0.0,
2025,3,7,Automation Platform,Technology Business Management,FinOps,EMEA,SPGI Market,SPGI Top,SPGI Region,583415.17,0.0,0.0,
2025,2,4,Automation Platform,Technology Business Management,FinOps,Americas,US Financial Service Market,U.S. Financial Plan,US Financial Service Region,8186271.36,0.0,0.0,
2025,2,4,Automation Platform,Technology Business Management,FinOps,Americas,US Public Market,U.S. Public Plan,US Public Top Account Region,2260407.73,0.0,0.0,
2025,3,7,Data Platform,AI Productivity,Business Analytics,Americas,US National Market,US National Plan,US Northeast Region,7924430.21,0.0,0.0,
2025,4,10,Data Platform,AI Productivity,Business Analytics,Americas,US National Market,US National Plan,US Northeast Region,8657636.48,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Content Management,APAC,ASEAN Market,Asean Plan,ASEAN Region,13018.57,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Content Management,APAC,Australia/New Zealand Market,Australia/New Zealand Plan,Australia/New Zealand Region,30341.24,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Content Management,Americas,Canadian Market,Canada Plan,Canada Region,172265.08,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Content Management,APAC,Greater China Group Market,Greater China Group Plan,Greater China Group Region,2555.42,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Content Management,APAC,India/South Asia Market,India & South Asia Plan,India/South Asia Region,6446.21,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Content Management,APAC,Korea Market,Korea Plan,Korea Region,533.16,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Content Management,Americas,Latin America Market,Latin America Market Plan,Latin America Top Region,440026.2,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Content Management,Americas,Latin America Market,Latin America Market Plan,Latin America Top Region,453697.33,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Content Management,EMEA,SPGI Market,SPGI Top,SPGI Region,101273.12,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Content Management,Americas,US Public Market,U.S. Public Plan,US Public Top Account Region,680331.44,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Content Management,Americas,US Public Market,U.S. Public Plan,US Public Top Account Region,714427.5,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Content Management,Americas,US Partner Service Market,US Build/Service Partnerss Plan,US Partner Service Region,60388.53,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Integration,Americas,Canadian Market,Canada Plan,Canada Region,158387.23,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Integration,EMEA,DACH Market,DACH Plan,DACH Region,428875.26,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Integration,EMEA,France Market,France Plan,France Region,130042.16,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Integration,EMEA,France Market,France Plan,France Region,111264.47,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Integration,EMEA,Italy Market,Italy Plan,Italy Region,179420.35,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Integration,Japan,Japan Market,Japan Plan,Japan Region,1305929.34,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Integration,Japan,Japan Market,Japan Plan,Japan Region,1365174.03,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Integration,Americas,US Financial Service Market,U.S. Financial Plan,US Financial Service Region,953209.66,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Integration,Americas,US Financial Service Market,U.S. Financial Plan,US Financial Service Region,1454888.14,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Integration,Americas,US Top Market,U.S. Other Plan,US Top Region,-442347.13,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Integration,EMEA,UKI Market,UK/Ireland Plan,UKI Region,868615.2,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Integration,EMEA,UKI Market,UK/Ireland Plan,UKI Region,1058436.46,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Integration,Americas,US Partner Service Market,US Build/Service Partnerss Plan,US Partner Service Region,14313.65,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Integration,Americas,US Partner Service Market,US Build/Service Partnerss Plan,US Partner Service Region,25454.26,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Integration,Americas,US Industry Market,US Industry Plan,US Industry Region,516738.81,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Integration,Americas,US Industry Market,US Industry Plan,US Industry Region,678692.08,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Integration,Americas,US National Market,US National Plan,US Northeast Region,5161402.88,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Intelligence,APAC,ASEAN Market,Asean Plan,ASEAN Region,84645.25,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Intelligence,APAC,ASEAN Market,Asean Plan,ASEAN Region,106186.09,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Intelligence,APAC,ASEAN Market,Asean Plan,ASEAN Region,98014.95,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Intelligence,APAC,Australia/New Zealand Market,Australia/New Zealand Plan,Australia/New Zealand Region,310531.24,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Intelligence,Americas,Canadian Market,Canada Plan,Canada Region,214898.08,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Intelligence,EMEA,DACH Market,DACH Plan,DACH Region,148648.39,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Intelligence,Japan,Japan Market,Japan Plan,Japan Region,41552.74,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Intelligence,Americas,Latin America Market,Latin America Market Plan,Latin America Top Region,790897.75,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Intelligence,Americas,Latin America Market,Latin America Market Plan,Latin America Top Region,896842.88,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Intelligence,Americas,US Financial Service Market,U.S. Financial Plan,US Financial Service Region,690943.57,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Intelligence,Americas,US Top Market,U.S. Other Plan,US Top Region,-750430.91,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Intelligence,Americas,US Industry Market,US Industry Plan,US Industry Region,742343.06,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Lakehouse,APAC,Greater China Group Market,Greater China Group Plan,Greater China Group Region,10716.06,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Lakehouse,EMEA,Italy Market,Italy Plan,Italy Region,76452.83,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Lakehouse,EMEA,SPGI Market,SPGI Top,SPGI Region,57064.52,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Lakehouse,Americas,US Federal Market,U.S. Federal Plan,US Federal Region,58519.05,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Lakehouse,Americas,US Financial Service Market,U.S. Financial Plan,US Financial Service Region,426447.7,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Lakehouse,Americas,US Financial Service Market,U.S. Financial Plan,US Financial Service Region,465429.96,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Lakehouse,Americas,US Top Market,U.S. Other Plan,US Top Region,-424826.76,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Lakehouse,Americas,US Industry Market,US Industry Plan,US Industry Region,309069.37,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Lakehouse,Americas,US Industry Market,US Industry Plan,US Industry Region,440466.63,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Lakehouse,Americas,US Industry Market,US Industry Plan,US Industry Region,389122.95,0.0,0.0,
2025,3,7,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),EMEA,France Market,France Plan,France Region,-138599.94,0.0,0.0,
2025,3,7,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),EMEA,Italy Market,Italy Plan,Italy Region,-122154.74,0.0,0.0,
2025,4,10,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),EMEA,Italy Market,Italy Plan,Italy Region,-186458.34,0.0,0.0,
2025,1,1,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),EMEA,Middle East/Africa Market,Middle East and Africa Plan,Middle East/Africa Top Region,-116982.01,0.0,0.0,
2025,3,7,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Americas,US Federal Market,U.S. Federal Plan,US Federal Region,-55748.75,0.0,0.0,
2025,3,7,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),EMEA,UKI Market,UK/Ireland Plan,UKI Region,-609637.05,0.0,0.0,
2025,1,1,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Americas,US Industry Market,US Industry Plan,US Industry Region,-334814.3,0.0,0.0,
2025,3,7,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Americas,US National Market,US National Plan,US Northeast Region,-1336688.93,0.0,0.0,
2025,4,10,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Americas,US National Market,US National Plan,US Northeast Region,-1964203.67,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Security,APAC,ASEAN Market,Asean Plan,ASEAN Region,159076.37,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Security,EMEA,DACH Market,DACH Plan,DACH Region,51828.12,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Security,EMEA,DACH Market,DACH Plan,DACH Region,77827.32,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Security,APAC,Greater China Group Market,Greater China Group Plan,Greater China Group Region,11521.41,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Security,APAC,India/South Asia Market,India & South Asia Plan,India/South Asia Region,161115.5,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Security,Japan,Japan Market,Japan Plan,Japan Region,436888.95,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Security,Japan,Japan Market,Japan Plan,Japan Region,616682.71,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Security,APAC,Korea Market,Korea Plan,Korea Region,10508.12,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Security,Americas,Latin America Market,Latin America Market Plan,Latin America Top Region,155561.59,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Security,Americas,Latin America Market,Latin America Market Plan,Latin America Top Region,553036.71,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Security,Americas,US Federal Market,U.S. Federal Plan,US Federal Region,43382.69,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Security,Americas,US Public Market,U.S. Public Plan,US Public Top Account Region,185450.09,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Security,EMEA,UKI Market,UK/Ireland Plan,UKI Region,367872.56,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Security,Americas,US Partner Service Market,US Build/Service Partnerss Plan,US Partner Service Region,15667.0,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Security,Americas,US National Market,US National Plan,US Northeast Region,595460.78,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Databases,EMEA,DACH Market,DACH Plan,DACH Region,190013.27,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Databases,EMEA,DACH Market,DACH Plan,DACH Region,179537.36,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Databases,EMEA,Italy Market,Italy Plan,Italy Region,102835.92,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Databases,EMEA,Italy Market,Italy Plan,Italy Region,67725.96,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Databases,EMEA,Italy Market,Italy Plan,Italy Region,118309.07,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Databases,Americas,US Financial Service Market,U.S. Financial Plan,US Financial Service Region,1000278.46,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Databases,Americas,US Public Market,U.S. Public Plan,US Public Top Account Region,617877.6,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Databases,Americas,US Public Market,U.S. Public Plan,US Public Top Account Region,793793.95,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Databases,Americas,US Public Market,U.S. Public Plan,US Public Top Account Region,825388.04,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Databases,Americas,US National Market,US National Plan,US Northeast Region,2842715.16,0.0,0.0,
2025,2,4,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,APAC,Australia/New Zealand Market,Australia/New Zealand Plan,Australia/New Zealand Region,448017.97,0.0,0.0,
2025,3,7,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,Americas,Canadian Market,Canada Plan,Canada Region,61776.67,0.0,0.0,
2025,1,1,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,EMEA,DACH Market,DACH Plan,DACH Region,119094.81,0.0,0.0,
2025,1,1,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,EMEA,France Market,France Plan,France Region,89876.61,0.0,0.0,
2025,2,4,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,EMEA,France Market,France Plan,France Region,72204.74,0.0,0.0,
2025,3,7,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,EMEA,SPGI Market,SPGI Top,SPGI Region,36481.73,0.0,0.0,
2025,3,7,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,Americas,US Top Market,U.S. Other Plan,US Top Region,-17383.9,0.0,0.0,
2025,4,10,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,Americas,US Top Market,U.S. Other Plan,US Top Region,-17318.38,0.0,0.0,
2025,4,10,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,Americas,US Public Market,U.S. Public Plan,US Public Top Account Region,74285.57,0.0,0.0,
2025,1,1,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,EMEA,UKI Market,UK/Ireland Plan,UKI Region,339523.9,0.0,0.0,
2025,2,4,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,EMEA,UKI Market,UK/Ireland Plan,UKI Region,330757.88,0.0,0.0,
2025,3,7,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,EMEA,UKI Market,UK/Ireland Plan,UKI Region,340880.07,0.0,0.0,
2025,4,10,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,Americas,US Partner Service Market,US Build/Service Partnerss Plan,US Partner Service Region,7264.21,0.0,0.0,
2025,3,7,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,Americas,US Industry Market,US Industry Plan,US Industry Region,173435.82,0.0,0.0,
2025,1,1,Automation Platform,Technology Business Management,FinOps,APAC,ASEAN Market,Asean Plan,ASEAN Region,561126.08,0.0,0.0,
2025,2,4,Automation Platform,Technology Business Management,FinOps,APAC,Australia/New Zealand Market,Australia/New Zealand Plan,Australia/New Zealand Region,2815523.85,0.0,0.0,
2025,3,7,Automation Platform,Technology Business Management,FinOps,Americas,Canadian Market,Canada Plan,Canada Region,3041799.3,0.0,0.0,
2025,1,1,Automation Platform,Technology Business Management,FinOps,EMEA,DACH Market,DACH Plan,DACH Region,2446632.55,0.0,0.0,
2025,1,1,Automation Platform,Technology Business Management,FinOps,EMEA,France Market,France Plan,France Region,579408.3,0.0,0.0,
2025,1,1,Automation Platform,Technology Business Management,FinOps,APAC,India/South Asia Market,India & South Asia Plan,India/South Asia Region,54812.1,0.0,0.0,
2025,2,4,Automation Platform,Technology Business Management,FinOps,APAC,Korea Market,Korea Plan,Korea Region,82350.91,0.0,0.0,
2025,4,10,Automation Platform,Technology Business Management,FinOps,APAC,Korea Market,Korea Plan,Korea Region,127223.53,0.0,0.0,
2025,4,10,Automation Platform,Technology Business Management,FinOps,EMEA,Middle East/Africa Market,Middle East and Africa Plan,Middle East/Africa Top Region,996408.3,0.0,0.0,
2025,3,7,Automation Platform,Technology Business Management,FinOps,Americas,US Financial Service Market,U.S. Financial Plan,US Financial Service Region,9493149.34,0.0,0.0,
2025,3,7,Automation Platform,Technology Business Management,FinOps,EMEA,UKI Market,UK/Ireland Plan,UKI Region,6262660.25,0.0,0.0,
2025,4,10,Automation Platform,Technology Business Management,FinOps,EMEA,UKI Market,UK/Ireland Plan,UKI Region,7331628.45,0.0,0.0,
2025,3,7,Automation Platform,Technology Business Management,FinOps,Americas,US Industry Market,US Industry Plan,US Industry Region,6053069.47,0.0,0.0,
2025,2,4,Automation Platform,Technology Business Management,FinOps,Americas,US National Market,US National Plan,US Northeast Region,17347483.46,0.0,0.0,
2025,4,10,Automation Platform,Technology Business Management,IT Financial Management,APAC,ASEAN Market,Asean Plan,ASEAN Region,1010817.67,0.0,0.0,
2025,1,1,Automation Platform,Technology Business Management,IT Financial Management,APAC,Australia/New Zealand Market,Australia/New Zealand Plan,Australia/New Zealand Region,2338963.89,0.0,0.0,
2025,3,7,Automation Platform,Technology Business Management,IT Financial Management,APAC,India/South Asia Market,India & South Asia Plan,India/South Asia Region,198220.35,0.0,0.0,
2025,1,1,Automation Platform,Technology Business Management,IT Financial Management,EMEA,Italy Market,Italy Plan,Italy Region,948182.35,0.0,0.0,
2025,4,10,Automation Platform,Technology Business Management,IT Financial Management,Japan,Japan Market,Japan Plan,Japan Region,5423013.05,0.0,0.0,
2025,3,7,Automation Platform,Technology Business Management,IT Financial Management,EMEA,Middle East/Africa Market,Middle East and Africa Plan,Middle East/Africa Top Region,832769.18,0.0,0.0,
2025,2,4,Automation Platform,Technology Business Management,IT Financial Management,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan","Northern, Central and Eastern Europe Top Region",3651409.73,0.0,0.0,
2025,4,10,Automation Platform,Technology Business Management,IT Financial Management,EMEA,SPGI Market,SPGI Top,SPGI Region,680392.77,0.0,0.0,
2025,1,1,Automation Platform,Technology Business Management,IT Financial Management,Americas,US Financial Service Market,U.S. Financial Plan,US Financial Service Region,12661723.36,0.0,0.0,
2025,1,1,Automation Platform,Technology Business Management,IT Financial Management,Americas,US Top Market,U.S. Other Plan,US Top Region,2927282.88,0.0,0.0,
2025,1,1,Automation Platform,Technology Business Management,IT Financial Management,Americas,US Public Market,U.S. Public Plan,US Public Top Account Region,3507517.96,0.0,0.0,
2025,4,10,Automation Platform,Technology Business Management,IT Financial Management,Americas,US Partner Service Market,US Build/Service Partnerss Plan,US Partner Service Region,1184254.22,0.0,0.0,
2025,1,1,Automation Platform,Technology Business Management,IT Financial Management,Americas,US National Market,US National Plan,US Northeast Region,26774943.5,0.0,0.0,
2025,3,7,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,APAC,Australia/New Zealand Market,Australia/New Zealand Plan,Australia/New Zealand Region,339685.71,0.0,0.0,
2025,4,10,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,APAC,Australia/New Zealand Market,Australia/New Zealand Plan,Australia/New Zealand Region,810774.72,0.0,0.0,
2025,3,7,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,Americas,Canadian Market,Canada Plan,Canada Region,1429176.22,0.0,0.0,
2025,4,10,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,EMEA,DACH Market,DACH Plan,DACH Region,1133231.14,0.0,0.0,
2025,1,1,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,APAC,Greater China Group Market,Greater China Group Plan,Greater China Group Region,156349.17,0.0,0.0,
2025,1,1,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,APAC,India/South Asia Market,India & South Asia Plan,India/South Asia Region,866520.24,0.0,0.0,
2025,4,10,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,EMEA,Italy Market,Italy Plan,Italy Region,1062725.56,0.0,0.0,
2025,1,1,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,Americas,Latin America Market,Latin America Market Plan,Latin America Top Region,2748783.29,0.0,0.0,
2025,3,7,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,Americas,Latin America Market,Latin America Market Plan,Latin America Top Region,3361590.85,0.0,0.0,
2025,3,7,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,EMEA,Middle East/Africa Market,Middle East and Africa Plan,Middle East/Africa Top Region,1566698.77,0.0,0.0,
2025,1,1,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,Americas,US Federal Market,U.S. Federal Plan,US Federal Region,1193106.72,0.0,0.0,
2025,3,7,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,Americas,US Financial Service Market,U.S. Financial Plan,US Financial Service Region,3535205.8,0.0,0.0,
2025,3,7,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,Americas,US Top Market,U.S. Other Plan,US Top Region,1436651.72,0.0,0.0,
2025,4,10,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,Americas,US Top Market,U.S. Other Plan,US Top Region,1027099.1,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Integration,EMEA,Middle East/Africa Market,Middle East and Africa Plan,Middle East/Africa Top Region,108312.13,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Integration,EMEA,Middle East/Africa Market,Middle East and Africa Plan,Middle East/Africa Top Region,151527.31,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Integration,Americas,US Federal Market,U.S. Federal Plan,US Federal Region,189619.81,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Integration,Americas,US Financial Service Market,U.S. Financial Plan,US Financial Service Region,1224724.72,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Intelligence,APAC,ASEAN Market,Asean Plan,ASEAN Region,110185.62,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Intelligence,EMEA,DACH Market,DACH Plan,DACH Region,128742.05,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Intelligence,APAC,Korea Market,Korea Plan,Korea Region,4870.18,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Intelligence,Americas,Latin America Market,Latin America Market Plan,Latin America Top Region,811818.24,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Intelligence,EMEA,Middle East/Africa Market,Middle East and Africa Plan,Middle East/Africa Top Region,100182.39,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Intelligence,Americas,US Federal Market,U.S. Federal Plan,US Federal Region,59002.75,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Intelligence,Americas,US Federal Market,U.S. Federal Plan,US Federal Region,81486.48,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Intelligence,Americas,US Financial Service Market,U.S. Financial Plan,US Financial Service Region,619646.75,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Intelligence,Americas,US Top Market,U.S. Other Plan,US Top Region,-675107.06,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Intelligence,EMEA,UKI Market,UK/Ireland Plan,UKI Region,495914.17,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Intelligence,Americas,US National Market,US National Plan,US Northeast Region,1962980.4,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Intelligence,Americas,US National Market,US National Plan,US Northeast Region,2204837.57,0.0,0.0,
