YEAR,QUARTER,MONTH,UT15_NAME,UT17_NAME,UT20_NAME,GEOGRAPHY,MARKET,COUNTRY,REVENUE_BUDGET,COST_BUDGET,EXPENSE_BUDGET,REGION,BRANCH
2025,3,7,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),EMEA,UKI Market,UK/Ireland Plan,-3917898.01,0.0,0.0,UKI Region,
2025,1,1,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Americas,US Partner Service Market,US Build/Service Partnerss Plan,1226459.34,0.0,0.0,US Partner Service Region,
2025,2,4,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Americas,US Industry Market,US Industry Plan,-2449848.99,0.0,0.0,US Industry Region,
2025,3,7,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Americas,US Industry Market,US Industry Plan,-2419493.39,0.0,0.0,US Industry Region,
2025,2,4,Automation Platform,Application Development & Integration,B2B Integration,APAC,APAC Top Countries,AP Total Top Adjustments excl APSC Plan,-112926.37,0.0,0.0,APAC Top Region,
2025,2,4,Automation Platform,Application Development & Integration,B2B Integration,APAC,Australia/New Zealand Market,Australia/New Zealand Plan,1220411.73,0.0,0.0,Australia/New Zealand Region,
2025,3,7,Automation Platform,Application Development & Integration,B2B Integration,Americas,Canadian Market,Canada Plan,1365596.84,0.0,0.0,Canada Region,
2025,1,1,Automation Platform,Application Development & Integration,B2B Integration,EMEA,DACH Market,DACH Plan,763863.22,0.0,0.0,DACH Region,
2025,4,10,Automation Platform,Application Development & Integration,B2B Integration,EMEA,France Market,France Plan,2011469.29,0.0,0.0,France Region,
2025,1,1,Automation Platform,Application Development & Integration,B2B Integration,APAC,Greater China Group Market,Greater China Group Plan,174738.29,0.0,0.0,Greater China Group Region,
2025,2,4,Automation Platform,Application Development & Integration,B2B Integration,APAC,Greater China Group Market,Greater China Group Plan,609494.11,0.0,0.0,Greater China Group Region,
2025,4,10,Automation Platform,Application Development & Integration,B2B Integration,APAC,Greater China Group Market,Greater China Group Plan,1056925.61,0.0,0.0,Greater China Group Region,
2025,1,1,Automation Platform,Application Development & Integration,B2B Integration,APAC,India/South Asia Market,India & South Asia Plan,262483.53,0.0,0.0,India/South Asia Region,
2025,3,7,Automation Platform,Application Development & Integration,B2B Integration,APAC,Korea Market,Korea Plan,290622.57,0.0,0.0,Korea Region,
2025,3,7,Automation Platform,Application Development & Integration,B2B Integration,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan",1094080.8,0.0,0.0,"Northern, Central and Eastern Europe Top Region",
2025,3,7,Automation Platform,Application Development & Integration,B2B Integration,Americas,US Federal Market,U.S. Federal Plan,3738149.36,0.0,0.0,US Federal Region,
2025,1,1,Automation Platform,Application Development & Integration,B2B Integration,Americas,US National Market,US National Plan,3263691.86,0.0,0.0,US Northeast Region,
2025,1,1,Data Platform,AI Productivity,Business Analytics,APAC,APAC Top Countries,AP Total Top Adjustments excl APSC Plan,-48976.47,0.0,0.0,APAC Top Region,
2025,2,4,Data Platform,AI Productivity,Business Analytics,APAC,APAC Top Countries,AP Total Top Adjustments excl APSC Plan,-73029.08,0.0,0.0,APAC Top Region,
2025,1,1,Data Platform,AI Productivity,Business Analytics,APAC,ASEAN Market,Asean Plan,198907.32,0.0,0.0,ASEAN Region,
2025,2,4,Data Platform,AI Productivity,Business Analytics,APAC,ASEAN Market,Asean Plan,584011.37,0.0,0.0,ASEAN Region,
2025,4,10,Data Platform,AI Productivity,Business Analytics,APAC,ASEAN Market,Asean Plan,1704910.97,0.0,0.0,ASEAN Region,
2025,3,7,Data Platform,AI Productivity,Business Analytics,EMEA,France Market,France Plan,5348.35,0.0,0.0,France Region,
2025,1,1,Data Platform,AI Productivity,Business Analytics,APAC,Greater China Group Market,Greater China Group Plan,375444.34,0.0,0.0,Greater China Group Region,
2025,2,4,Data Platform,AI Productivity,Business Analytics,Japan,Japan Market,Japan Plan,2660884.0,0.0,0.0,Japan Region,
2025,4,10,Data Platform,AI Productivity,Business Analytics,Japan,Japan Market,Japan Plan,2607045.51,0.0,0.0,Japan Region,
2025,2,4,Data Platform,AI Productivity,Business Analytics,EMEA,Middle East/Africa Market,Middle East and Africa Plan,-182318.91,0.0,0.0,Middle East/Africa Top Region,
2025,3,7,Data Platform,AI Productivity,Business Analytics,EMEA,Middle East/Africa Market,Middle East and Africa Plan,622855.87,0.0,0.0,Middle East/Africa Top Region,
2025,2,4,Data Platform,AI Productivity,Business Analytics,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan",1677199.84,0.0,0.0,"Northern, Central and Eastern Europe Top Region",
2025,4,10,Data Platform,AI Productivity,Business Analytics,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan",3637382.56,0.0,0.0,"Northern, Central and Eastern Europe Top Region",
2025,3,7,Data Platform,AI Productivity,Business Analytics,Americas,US Top Market,U.S. Other Plan,-311776.9,0.0,0.0,US Top Region,
2025,1,1,Data Platform,Data Fabric,Content Management,APAC,ASEAN Market,Asean Plan,97662.76,0.0,0.0,ASEAN Region,
2025,2,4,Data Platform,Data Fabric,Content Management,Americas,Canadian Market,Canada Plan,118363.92,0.0,0.0,Canada Region,
2025,3,7,Data Platform,Data Fabric,Content Management,EMEA,DACH Market,DACH Plan,850469.98,0.0,0.0,DACH Region,
2025,2,4,Data Platform,Data Fabric,Content Management,EMEA,EMEA Top Countries,EMEA Top Countries Plan,0.03,0.0,0.0,EMEA Top Region,
2025,2,4,Data Platform,Data Fabric,Content Management,APAC,Greater China Group Market,Greater China Group Plan,283788.53,0.0,0.0,Greater China Group Region,
2025,4,10,Data Platform,Data Fabric,Content Management,APAC,Greater China Group Market,Greater China Group Plan,378961.24,0.0,0.0,Greater China Group Region,
2025,3,7,Data Platform,Data Fabric,Content Management,APAC,Korea Market,Korea Plan,86364.76,0.0,0.0,Korea Region,
2025,2,4,Data Platform,Data Fabric,Content Management,Americas,Latin America Market,Latin America Market Plan,702304.68,0.0,0.0,Latin America Top Region,
2025,3,7,Data Platform,Data Fabric,Content Management,Americas,US Federal Market,U.S. Federal Plan,125250.18,0.0,0.0,US Federal Region,
2025,3,7,Data Platform,Data Fabric,Content Management,Americas,US Top Market,U.S. Other Plan,0.0,0.0,0.0,US Top Region,
2025,2,4,Data Platform,Data Fabric,Content Management,Americas,US Public Market,U.S. Public Plan,1715049.44,0.0,0.0,US Public Top Account Region,
2025,1,1,Data Platform,Data Fabric,Content Management,Americas,US Industry Market,US Industry Plan,216702.51,0.0,0.0,US Industry Region,
2025,4,10,Data Platform,Data Fabric,Content Management,Americas,US National Market,US National Plan,1294429.95,0.0,0.0,US Northeast Region,
2025,1,1,Data Platform,Data Fabric,Data Integration,EMEA,DACH Market,DACH Plan,1247227.67,0.0,0.0,DACH Region,
2025,4,10,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,EMEA,EMEA Top Countries,EMEA Top Countries Plan,0.01,0.0,0.0,EMEA Top Region,
2025,4,10,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,EMEA,France Market,France Plan,977522.82,0.0,0.0,France Region,
2025,3,7,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,APAC,Greater China Group Market,Greater China Group Plan,293433.86,0.0,0.0,Greater China Group Region,
2025,4,10,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,APAC,Greater China Group Market,Greater China Group Plan,348248.66,0.0,0.0,Greater China Group Region,
2025,2,4,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,Japan,Japan Market,Japan Plan,649295.0,0.0,0.0,Japan Region,
2025,4,10,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,Japan,Japan Market,Japan Plan,1093150.64,0.0,0.0,Japan Region,
2025,2,4,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,APAC,Korea Market,Korea Plan,136249.32,0.0,0.0,Korea Region,
2025,4,10,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,EMEA,Middle East/Africa Market,Middle East and Africa Plan,3873539.82,0.0,0.0,Middle East/Africa Top Region,
2025,3,7,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan",685707.31,0.0,0.0,"Northern, Central and Eastern Europe Top Region",
2025,4,10,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan",1940405.03,0.0,0.0,"Northern, Central and Eastern Europe Top Region",
2025,2,4,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,EMEA,SPGI Market,SPGI Top,1261395.07,0.0,0.0,SPGI Region,
2025,3,7,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,EMEA,SPGI Market,SPGI Top,684296.65,0.0,0.0,SPGI Region,
2025,4,10,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,Americas,US Federal Market,U.S. Federal Plan,829392.68,0.0,0.0,US Federal Region,
2025,1,1,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,Americas,US Top Market,U.S. Other Plan,-206572.93,0.0,0.0,US Top Region,
2025,2,4,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,Americas,US Public Market,U.S. Public Plan,2066840.71,0.0,0.0,US Public Top Account Region,
2025,3,7,Automation Platform,Infrastructure Automation,Infrastructure Lifecycle Management,EMEA,DACH Market,DACH Plan,926039.46,0.0,0.0,DACH Region,
2025,1,1,Automation Platform,Infrastructure Automation,Infrastructure Lifecycle Management,APAC,India/South Asia Market,India & South Asia Plan,25987.5,0.0,0.0,India/South Asia Region,
2025,2,4,Automation Platform,Infrastructure Automation,Infrastructure Lifecycle Management,EMEA,Italy Market,Italy Plan,29956.84,0.0,0.0,Italy Region,
2025,1,1,Automation Platform,Infrastructure Automation,Infrastructure Lifecycle Management,Japan,Japan Market,Japan Plan,105118.61,0.0,0.0,Japan Region,
2025,1,1,Automation Platform,Infrastructure Automation,Infrastructure Lifecycle Management,APAC,Korea Market,Korea Plan,18952.94,0.0,0.0,Korea Region,
2025,2,4,Automation Platform,Infrastructure Automation,Infrastructure Lifecycle Management,APAC,Korea Market,Korea Plan,222658.23,0.0,0.0,Korea Region,
2025,2,4,Automation Platform,Infrastructure Automation,Infrastructure Lifecycle Management,EMEA,Middle East/Africa Market,Middle East and Africa Plan,69360.04,0.0,0.0,Middle East/Africa Top Region,
2025,1,1,Automation Platform,Infrastructure Automation,Infrastructure Lifecycle Management,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan",40472.95,0.0,0.0,"Northern, Central and Eastern Europe Top Region",
2025,1,1,Automation Platform,Infrastructure Automation,Infrastructure Lifecycle Management,Americas,US Top Market,U.S. Other Plan,1746761.35,0.0,0.0,US Top Region,
2025,3,7,Automation Platform,Infrastructure Automation,Network Management,APAC,APAC Top Countries,AP Total Top Adjustments excl APSC Plan,-44114.33,0.0,0.0,APAC Top Region,
2025,1,1,Automation Platform,Infrastructure Automation,Network Management,APAC,ASEAN Market,Asean Plan,38792.66,0.0,0.0,ASEAN Region,
2025,1,1,Automation Platform,Infrastructure Automation,Network Management,APAC,Australia/New Zealand Market,Australia/New Zealand Plan,14237.25,0.0,0.0,Australia/New Zealand Region,
2025,2,4,Automation Platform,Infrastructure Automation,Network Management,APAC,Australia/New Zealand Market,Australia/New Zealand Plan,453014.45,0.0,0.0,Australia/New Zealand Region,
2025,1,1,Automation Platform,Infrastructure Automation,Network Management,Americas,Canadian Market,Canada Plan,2578513.34,0.0,0.0,Canada Region,
2025,1,1,Automation Platform,Infrastructure Automation,Network Management,EMEA,EMEA Top Countries,EMEA Top Countries Plan,0.0,0.0,0.0,EMEA Top Region,
2025,3,7,Automation Platform,Infrastructure Automation,Network Management,EMEA,France Market,France Plan,302231.12,0.0,0.0,France Region,
2025,2,4,Automation Platform,Infrastructure Automation,Network Management,APAC,Korea Market,Korea Plan,57600.57,0.0,0.0,Korea Region,
2025,1,1,Automation Platform,Infrastructure Automation,Network Management,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan",310860.14,0.0,0.0,"Northern, Central and Eastern Europe Top Region",
2025,3,7,Automation Platform,Infrastructure Automation,Network Management,EMEA,UKI Market,UK/Ireland Plan,541498.28,0.0,0.0,UKI Region,
2025,4,10,Automation Platform,Infrastructure Automation,Network Management,EMEA,UKI Market,UK/Ireland Plan,1340799.99,0.0,0.0,UKI Region,
2025,4,10,Automation Platform,Infrastructure Automation,Network Management,Americas,US Partner Service Market,US Build/Service Partnerss Plan,-572.69,0.0,0.0,US Partner Service Region,
2025,2,4,Automation Platform,Infrastructure Automation,Network Management,Americas,US Industry Market,US Industry Plan,-221414.98,0.0,0.0,US Industry Region,
2025,3,7,Automation Platform,Technology Business Management,Observability Portfolio,APAC,ASEAN Market,Asean Plan,1877718.5,0.0,0.0,ASEAN Region,
2025,2,4,Automation Platform,Technology Business Management,Observability Portfolio,Americas,Canadian Market,Canada Plan,3343757.67,0.0,0.0,Canada Region,
2025,2,4,Automation Platform,Technology Business Management,Observability Portfolio,EMEA,DACH Market,DACH Plan,3776378.77,0.0,0.0,DACH Region,
2025,3,7,Automation Platform,Technology Business Management,Observability Portfolio,EMEA,DACH Market,DACH Plan,2829900.21,0.0,0.0,DACH Region,
2025,1,1,Automation Platform,Technology Business Management,Observability Portfolio,EMEA,EMEA Top Countries,EMEA Top Countries Plan,-0.01,0.0,0.0,EMEA Top Region,
2025,1,1,Automation Platform,Technology Business Management,Observability Portfolio,APAC,India/South Asia Market,India & South Asia Plan,3712302.88,0.0,0.0,India/South Asia Region,
2025,2,4,Automation Platform,Technology Business Management,Observability Portfolio,EMEA,Middle East/Africa Market,Middle East and Africa Plan,2595452.46,0.0,0.0,Middle East/Africa Top Region,
2025,2,4,Automation Platform,Technology Business Management,Observability Portfolio,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan",3343881.17,0.0,0.0,"Northern, Central and Eastern Europe Top Region",
2025,2,4,Automation Platform,Technology Business Management,Observability Portfolio,EMEA,SPGI Market,SPGI Top,2654883.31,0.0,0.0,SPGI Region,
2025,3,7,Automation Platform,Technology Business Management,Observability Portfolio,EMEA,SPGI Market,SPGI Top,2056152.36,0.0,0.0,SPGI Region,
2025,2,4,Automation Platform,Technology Business Management,Observability Portfolio,Americas,US Federal Market,U.S. Federal Plan,8741583.1,0.0,0.0,US Federal Region,
2025,3,7,Automation Platform,Technology Business Management,Observability Portfolio,Americas,US Federal Market,U.S. Federal Plan,1439727.59,0.0,0.0,US Federal Region,
2025,3,7,Automation Platform,Technology Business Management,Observability Portfolio,Americas,US Financial Service Market,U.S. Financial Plan,3901985.68,0.0,0.0,US Financial Service Region,
2025,1,1,Automation Platform,Technology Business Management,Observability Portfolio,Americas,US Top Market,U.S. Other Plan,-562147.15,0.0,0.0,US Top Region,
2025,1,1,Automation Platform,Technology Business Management,Observability Portfolio,Americas,US Public Market,U.S. Public Plan,2017670.73,0.0,0.0,US Public Top Account Region,
2025,1,1,Automation Platform,Technology Business Management,Observability Portfolio,EMEA,UKI Market,UK/Ireland Plan,3138380.3,0.0,0.0,UKI Region,
2025,2,4,Automation Platform,Technology Business Management,Observability Portfolio,EMEA,UKI Market,UK/Ireland Plan,5112491.24,0.0,0.0,UKI Region,
2025,2,4,Automation Platform,Technology Business Management,Observability Portfolio,Americas,US Partner Service Market,US Build/Service Partnerss Plan,12647.07,0.0,0.0,US Partner Service Region,
2025,1,1,Power TPS,Power TPS Market,Power TPS Portfolio,APAC,APAC Top Countries,AP Total Top Adjustments excl APSC Plan,-18758.13,0.0,0.0,APAC Top Region,
2025,3,7,Power TPS,Power TPS Market,Power TPS Portfolio,APAC,ASEAN Market,Asean Plan,261212.33,0.0,0.0,ASEAN Region,
2025,4,10,Power TPS,Power TPS Market,Power TPS Portfolio,EMEA,DACH Market,DACH Plan,61109.11,0.0,0.0,DACH Region,
2025,4,10,Power TPS,Power TPS Market,Power TPS Portfolio,EMEA,France Market,France Plan,126567.68,0.0,0.0,France Region,
2025,1,1,Power TPS,Power TPS Market,Power TPS Portfolio,APAC,India/South Asia Market,India & South Asia Plan,38440.37,0.0,0.0,India/South Asia Region,
2025,2,4,Power TPS,Power TPS Market,Power TPS Portfolio,APAC,India/South Asia Market,India & South Asia Plan,3623.84,0.0,0.0,India/South Asia Region,
2025,3,7,Power TPS,Power TPS Market,Power TPS Portfolio,APAC,India/South Asia Market,India & South Asia Plan,23139.77,0.0,0.0,India/South Asia Region,
2025,3,7,Power TPS,Power TPS Market,Power TPS Portfolio,EMEA,Italy Market,Italy Plan,71223.28,0.0,0.0,Italy Region,
2025,2,4,Power TPS,Power TPS Market,Power TPS Portfolio,APAC,Korea Market,Korea Plan,155146.79,0.0,0.0,Korea Region,
2025,2,4,Power TPS,Power TPS Market,Power TPS Portfolio,Americas,Latin America Market,Latin America Market Plan,70396.58,0.0,0.0,Latin America Top Region,
2025,3,7,Power TPS,Power TPS Market,Power TPS Portfolio,EMEA,Middle East/Africa Market,Middle East and Africa Plan,84492.8,0.0,0.0,Middle East/Africa Top Region,
2025,2,4,Power TPS,Power TPS Market,Power TPS Portfolio,EMEA,SPGI Market,SPGI Top,16612.91,0.0,0.0,SPGI Region,
2025,4,10,Power TPS,Power TPS Market,Power TPS Portfolio,Americas,US Partner Service Market,US Build/Service Partnerss Plan,0.0,0.0,0.0,US Partner Service Region,
2025,1,1,Storage TPS,Storage Operations / Services SW Market,Storage Operations / Services SW,APAC,ASEAN Market,Asean Plan,1287290.3,0.0,0.0,ASEAN Region,
2025,2,4,Storage TPS,Storage Operations / Services SW Market,Storage Operations / Services SW,APAC,Australia/New Zealand Market,Australia/New Zealand Plan,1824707.32,0.0,0.0,Australia/New Zealand Region,
2025,3,7,Storage TPS,Storage Operations / Services SW Market,Storage Operations / Services SW,Americas,Canadian Market,Canada Plan,-7862.53,0.0,0.0,Canada Region,
2025,4,10,Storage TPS,Storage Operations / Services SW Market,Storage Operations / Services SW,EMEA,DACH Market,DACH Plan,22439869.35,0.0,0.0,DACH Region,
2025,2,4,Storage TPS,Storage Operations / Services SW Market,Storage Operations / Services SW,EMEA,EMEA Top Countries,EMEA Top Countries Plan,0.0,0.0,0.0,EMEA Top Region,
2025,4,10,Storage TPS,Storage Operations / Services SW Market,Storage Operations / Services SW,EMEA,EMEA Top Countries,EMEA Top Countries Plan,0.0,0.0,0.0,EMEA Top Region,
2025,2,4,Storage TPS,Storage Operations / Services SW Market,Storage Operations / Services SW,APAC,India/South Asia Market,India & South Asia Plan,1133130.83,0.0,0.0,India/South Asia Region,
2025,3,7,Storage TPS,Storage Operations / Services SW Market,Storage Operations / Services SW,APAC,India/South Asia Market,India & South Asia Plan,795472.83,0.0,0.0,India/South Asia Region,
2025,2,4,Storage TPS,Storage Operations / Services SW Market,Storage Operations / Services SW,Japan,Japan Market,Japan Plan,5201757.65,0.0,0.0,Japan Region,
2025,2,4,Storage TPS,Storage Operations / Services SW Market,Storage Operations / Services SW,Americas,Latin America Market,Latin America Market Plan,3126672.37,0.0,0.0,Latin America Top Region,
2025,2,4,Storage TPS,Storage Operations / Services SW Market,Storage Operations / Services SW,EMEA,Middle East/Africa Market,Middle East and Africa Plan,3469751.44,0.0,0.0,Middle East/Africa Top Region,
2025,4,10,Storage TPS,Storage Operations / Services SW Market,Storage Operations / Services SW,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan",14125826.08,0.0,0.0,"Northern, Central and Eastern Europe Top Region",
2025,1,1,Storage TPS,Storage Operations / Services SW Market,Storage Operations / Services SW,EMEA,SPGI Market,SPGI Top,3538392.48,0.0,0.0,SPGI Region,
2025,4,10,Storage TPS,Storage Operations / Services SW Market,Storage Operations / Services SW,EMEA,SPGI Market,SPGI Top,8930571.92,0.0,0.0,SPGI Region,
2025,2,4,Storage TPS,Storage Operations / Services SW Market,Storage Operations / Services SW,Americas,US Financial Service Market,U.S. Financial Plan,15191283.26,0.0,0.0,US Financial Service Region,
2025,1,1,Storage TPS,Storage Operations / Services SW Market,Storage Operations / Services SW,Americas,US Top Market,U.S. Other Plan,-737993.5,0.0,0.0,US Top Region,
2025,2,4,Storage TPS,Storage Operations / Services SW Market,Storage Operations / Services SW,Americas,US Public Market,U.S. Public Plan,7887731.62,0.0,0.0,US Public Top Account Region,
2025,3,7,Storage TPS,Storage Operations / Services SW Market,Storage Operations / Services SW,Americas,US Partner Service Market,US Build/Service Partnerss Plan,10755.76,0.0,0.0,US Partner Service Region,
2025,1,1,Storage TPS,Storage Operations / Services SW Market,Storage Operations / Services SW,Americas,US Industry Market,US Industry Plan,2034058.78,0.0,0.0,US Industry Region,
2025,1,1,Storage TPS,Storage Operations / Services SW Market,Storage Operations / Services SW,Americas,US National Market,US National Plan,4820983.84,0.0,0.0,US Northeast Region,
2025,2,4,Data Platform,AI Productivity,Workflow Automation,APAC,APAC Top Countries,AP Total Top Adjustments excl APSC Plan,-107168.58,0.0,0.0,APAC Top Region,
2025,4,10,Data Platform,AI Productivity,Workflow Automation,APAC,Australia/New Zealand Market,Australia/New Zealand Plan,2464859.35,0.0,0.0,Australia/New Zealand Region,
2025,4,10,Data Platform,AI Productivity,Workflow Automation,Americas,Canadian Market,Canada Plan,5680114.11,0.0,0.0,Canada Region,
2025,2,4,Data Platform,AI Productivity,Workflow Automation,EMEA,DACH Market,DACH Plan,6338393.1,0.0,0.0,DACH Region,
2025,2,4,Data Platform,AI Productivity,Workflow Automation,APAC,Greater China Group Market,Greater China Group Plan,1059439.67,0.0,0.0,Greater China Group Region,
2025,3,7,Data Platform,AI Productivity,Workflow Automation,APAC,Greater China Group Market,Greater China Group Plan,1114509.1,0.0,0.0,Greater China Group Region,
2025,2,4,Data Platform,AI Productivity,Workflow Automation,APAC,India/South Asia Market,India & South Asia Plan,635773.57,0.0,0.0,India/South Asia Region,
2025,2,4,Data Platform,AI Productivity,Workflow Automation,EMEA,Italy Market,Italy Plan,1797230.44,0.0,0.0,Italy Region,
2025,4,10,Data Platform,AI Productivity,Workflow Automation,EMEA,Italy Market,Italy Plan,3789822.59,0.0,0.0,Italy Region,
2025,4,10,Data Platform,AI Productivity,Workflow Automation,Japan,Japan Market,Japan Plan,3795725.35,0.0,0.0,Japan Region,
2025,1,1,Data Platform,AI Productivity,Workflow Automation,Americas,Latin America Market,Latin America Market Plan,280467.99,0.0,0.0,Latin America Top Region,
2025,4,10,Data Platform,AI Productivity,Workflow Automation,Americas,Latin America Market,Latin America Market Plan,7766689.98,0.0,0.0,Latin America Top Region,
2025,3,7,Data Platform,AI Productivity,Workflow Automation,EMEA,SPGI Market,SPGI Top,1039352.2,0.0,0.0,SPGI Region,
2025,1,1,Data Platform,AI Productivity,Workflow Automation,Americas,US Financial Service Market,U.S. Financial Plan,3241601.48,0.0,0.0,US Financial Service Region,
2025,4,10,Data Platform,AI Productivity,Workflow Automation,Americas,US Public Market,U.S. Public Plan,965929.58,0.0,0.0,US Public Top Account Region,
2025,4,10,Data Platform,AI Productivity,Workflow Automation,EMEA,UKI Market,UK/Ireland Plan,4368880.92,0.0,0.0,UKI Region,
2025,4,10,Data Platform,AI Productivity,Workflow Automation,Americas,US Partner Service Market,US Build/Service Partnerss Plan,26850.88,0.0,0.0,US Partner Service Region,
2025,1,1,Data Platform,AI Productivity,Workflow Automation,Americas,US Industry Market,US Industry Plan,1446481.9,0.0,0.0,US Industry Region,
2025,3,7,Data Platform,AI Productivity,Workflow Automation,Americas,US Top Market,US Other,0.0,0.0,0.0,US Top Region,
2025,3,7,Z TPS,Z Application Development,Z Application Development Languages,APAC,APAC Top Countries,AP Total Top Adjustments excl APSC Plan,-81301.22,0.0,0.0,APAC Top Region,
2025,2,4,Z TPS,Z Application Development,Z Application Development Languages,APAC,ASEAN Market,Asean Plan,492178.48,0.0,0.0,ASEAN Region,
2025,3,7,Z TPS,Z Application Development,Z Application Development Languages,APAC,ASEAN Market,Asean Plan,513800.83,0.0,0.0,ASEAN Region,
2025,4,10,Z TPS,Z Application Development,Z Application Development Languages,APAC,Australia/New Zealand Market,Australia/New Zealand Plan,1080527.32,0.0,0.0,Australia/New Zealand Region,
2025,3,7,Z TPS,Z Application Development,Z Application Development Languages,Americas,Canadian Market,Canada Plan,168417.67,0.0,0.0,Canada Region,
2025,4,10,Z TPS,Z Application Development,Z Application Development Languages,Americas,Canadian Market,Canada Plan,216237.08,0.0,0.0,Canada Region,
2025,1,1,Z TPS,Z Application Development,Z Application Development Languages,EMEA,DACH Market,DACH Plan,144884.52,0.0,0.0,DACH Region,
2025,1,1,Z TPS,Z Application Development,Z Application Development Languages,EMEA,EMEA Top Countries,EMEA Top Countries Plan,-0.01,0.0,0.0,EMEA Top Region,
2025,4,10,Z TPS,Z Application Development,Z Application Development Languages,APAC,Greater China Group Market,Greater China Group Plan,686300.25,0.0,0.0,Greater China Group Region,
2025,3,7,Z TPS,Z Application Development,Z Application Development Languages,APAC,India/South Asia Market,India & South Asia Plan,108.31,0.0,0.0,India/South Asia Region,
2025,1,1,Z TPS,Z Application Development,Z Application Development Languages,EMEA,Italy Market,Italy Plan,56695.64,0.0,0.0,Italy Region,
2025,3,7,Z TPS,Z Application Development,Z Application Development Languages,EMEA,Middle East/Africa Market,Middle East and Africa Plan,28460.98,0.0,0.0,Middle East/Africa Top Region,
2025,3,7,Z TPS,Z Application Development,Z Application Development Languages,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan",73621.12,0.0,0.0,"Northern, Central and Eastern Europe Top Region",
2025,3,7,Z TPS,Z Application Development,Z Application Development Languages,EMEA,UKI Market,UK/Ireland Plan,84243.49,0.0,0.0,UKI Region,
2025,4,10,Z TPS,Z Application Development,Z Application Development Languages,EMEA,UKI Market,UK/Ireland Plan,350155.62,0.0,0.0,UKI Region,
2025,4,10,Z TPS,Z Application Development,Z Application Development Languages,Americas,US Industry Market,US Industry Plan,391513.31,0.0,0.0,US Industry Region,
2025,3,7,Z TPS,Z Application Development,Z Application Development Languages,Americas,US National Market,US National Plan,308015.93,0.0,0.0,US Northeast Region,
2025,1,1,Z TPS,Z Application Development,Z Application Development Tools,APAC,APAC Top Countries,AP Total Top Adjustments excl APSC Plan,-164525.28,0.0,0.0,APAC Top Region,
2025,4,10,Z TPS,Z Application Development,Z Application Development Tools,EMEA,DACH Market,DACH Plan,4349327.21,0.0,0.0,DACH Region,
2025,1,1,Z TPS,Z Application Development,Z Application Development Tools,EMEA,France Market,France Plan,991976.31,0.0,0.0,France Region,
2025,4,10,Z TPS,Z Application Development,Z Application Development Tools,APAC,Greater China Group Market,Greater China Group Plan,3832850.64,0.0,0.0,Greater China Group Region,
2025,2,4,Z TPS,Z Application Development,Z Application Development Tools,EMEA,Italy Market,Italy Plan,1006073.94,0.0,0.0,Italy Region,
2025,2,4,Z TPS,Z Application Development,Z Application Development Tools,Americas,Latin America Market,Latin America Market Plan,6647712.17,0.0,0.0,Latin America Top Region,
2025,3,7,Z TPS,Z Application Development,Z Application Development Tools,Americas,Latin America Market,Latin America Market Plan,4213131.84,0.0,0.0,Latin America Top Region,
2025,1,1,Z TPS,Z Application Development,Z Application Development Tools,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan",854690.77,0.0,0.0,"Northern, Central and Eastern Europe Top Region",
2025,1,1,Z TPS,Z Application Development,Z Application Development Tools,Americas,US Federal Market,U.S. Federal Plan,473821.78,0.0,0.0,US Federal Region,
2025,1,1,Data Platform,AI Productivity,AI Assistants,APAC,APAC Top Countries,AP Total Top Adjustments excl APSC Plan,-65918.04,0.0,0.0,APAC Top Region,
